地域	値	店舗数	人口
関東	28403	15	1714
関東	20718	29	1033
九州	15016	28	574
東北	24477	18	993
九州	18876	9	1501
中部	24878	29	1867
東北	19326	22	974
関西	17742	6	776
関東	12700	15	1483
九州	30404	12	865
九州	13003	5	1616
関東	25196	5	1359
九州	25545	21	1503
関東	26543	25	1878
関東	12006	5	1934
関西	25668	5	1111
九州	31468	16	1614
中部	13731	12	849
九州	30330	12	604
中部	30872	18	652
東北	14424	6	409
中部	27866	5	1997
九州	31204	21	1912
中部	16788	10	495
関東	28683	25	1598
関東	23697	23	1849
九州	25553	23	643
関東	17507	19	422
九州	12962	24	1639
中部	21747	13	573
九州	27770	8	1987
中部	20063	27	1968
東北	23556	16	1207
関西	13151	10	699
関東	15650	23	1777
中部	28647	11	1864
関東	14156	22	520
東北	13557	22	600
中部	25065	28	562
中部	21746	9	742
関東	27931	21	1092
九州	23892	13	1052
東北	18978	27	755
関西	31226	21	1844
中部	27377	5	1074
中部	23616	14	1376
関西	22374	16	1758
九州	28450	28	1115
九州	19684	9	1250
関東	28678	27	1428
関東	22272	26	1708
東北	18275	11	1162
中部	31414	25	1030
東北	22479	14	606
東北	15295	23	805
関西	17432	25	1351
九州	27225	10	1550
九州	23953	21	1965
関西	15693	17	825
関西	28939	10	1830
関東	12511	21	944
九州	18242	28	1664
関西	21578	10	965
東北	29297	14	903
関東	20077	13	657
関東	25415	8	538
東北	28123	13	850
関西	27946	21	904
中部	26744	13	1678
関東	27939	7	1414
東北	28352	11	1617
関西	16067	29	1482
東北	20392	16	1804
関東	13980	9	915
九州	16781	15	803
九州	27964	14	1220
関西	30337	22	436
関西	17348	12	558
東北	17951	15	667
関西	27359	28	873
関東	28178	13	1922
九州	22859	15	1999
九州	22770	22	1537
関東	23638	17	1679
九州	25829	16	532
関東	26837	28	846
関西	23003	16	436
中部	20332	6	597
東北	13298	28	1523
東北	13644	14	846
九州	19653	20	971
関東	18122	20	1441
東北	18033	14	648
関西	23986	26	1082
九州	17864	25	1014
東北	17381	27	911
関西	15816	19	421
東北	28380	9	489
関西	19384	17	1721
九州	22243	13	1176
九州	29751	11	1962
東北	30505	16	480
東北	18271	19	1010
中部	30853	7	1149
九州	29401	23	1516
関西	17237	26	1658
東北	23296	10	1021
東北	24540	12	871
関西	25020	19	941
中部	19650	21	1371
関西	30452	23	1468
関西	14971	11	1943
関西	21177	22	1488
東北	28799	17	1559
関西	30942	20	1232
関西	12238	24	1792
九州	27466	21	793
関東	12046	9	1693
関西	31968	16	1496
中部	25815	24	1116
中部	26534	29	543
中部	18662	22	1499
九州	19085	11	1172
中部	22197	12	1501
東北	21098	11	1286
関西	21308	15	1081
中部	15435	27	481
九州	17659	19	1689
九州	26728	25	1345
九州	23644	25	1429
中部	26441	19	1230
中部	15336	15	1116
九州	19506	15	697
九州	21859	21	940
関東	23407	15	1890
東北	19860	11	1482
関西	17838	19	1094
東北	23728	5	1059
関西	14776	11	1950
東北	18260	18	1418
関東	12000	15	1003
関東	12610	17	1351
中部	16556	25	895
関東	13146	13	407
関東	25862	12	1841
九州	16288	27	1385
九州	31267	16	612
関東	30994	9	1331
九州	12980	22	1441
九州	27322	21	1647
東北	14613	6	703
中部	24694	5	1143
中部	28149	5	533
関東	15778	19	763
東北	29813	29	1153
東北	16255	14	1911
関西	15716	22	551
関西	27915	29	1092
中部	29482	20	496
中部	30913	14	681
中部	13204	15	1119
関西	16436	21	554
東北	26535	16	1867
東北	20680	10	1066
九州	28221	28	1955
中部	28824	20	583
中部	29292	6	691
関東	15303	9	1967
関東	18923	28	1088
東北	12391	12	1248
東北	19589	6	563
関西	26828	6	1385
関西	25637	15	989
東北	27608	12	506
九州	13696	23	769
中部	29374	29	1656
東北	15592	21	838
東北	23639	10	1132
中部	13540	19	1451
九州	26391	27	1480
関西	13671	14	1542
関東	17559	14	1444
関東	17693	15	538
九州	25427	27	507
中部	12297	26	539
関西	13949	25	1818
九州	25517	24	1592
九州	13084	19	864
中部	18118	10	544
関東	13548	7	690
関西	17434	6	588
九州	23125	19	601
中部	20451	20	1128
関西	15356	18	1243
東北	22602	10	1782
中部	13132	13	1585
関東	20934	22	1775
九州	29886	29	1550
関西	17913	5	875
関西	12666	14	1579
関東	24475	25	1559
関東	29440	24	1732
九州	26275	17	1757
東北	22138	10	989
関東	20454	27	923
東北	20274	17	1740
東北	27992	13	1492
関西	17992	15	613
九州	30717	12	934
東北	29740	13	1702
九州	23202	7	1898
九州	26010	23	1789
九州	12470	12	1130
東北	24268	7	1114
関西	29771	22	1978
九州	19237	15	756
九州	23592	29	1092
九州	25890	26	994
九州	31827	18	1744
東北	24337	11	1570
関西	15318	11	1735
九州	19709	15	1056
関西	30817	26	1877
九州	27489	6	1451
東北	12585	13	921
九州	22171	20	1686
中部	17757	14	1639
九州	12770	5	464
関西	13159	27	490
九州	21757	27	1749
関西	15760	28	1924
関西	27444	28	432
関東	16931	16	1849
東北	30018	12	1881
関西	26008	8	1280
九州	16662	18	1714
九州	23306	11	1713
中部	14591	23	1810
中部	13371	19	1213
関東	27773	10	682
関東	31612	13	1736
関西	13666	19	786
中部	19791	17	893
東北	25769	26	1471
東北	17748	24	596
中部	24366	11	1511
中部	24083	23	1763
関東	31597	15	1153
関西	23451	16	859
関東	25708	7	1603
九州	22998	27	1755
九州	28122	11	1719
関西	16698	16	1855
関東	22114	26	745
九州	12591	19	1240
東北	29506	7	1993
関東	20678	23	1601
関東	16623	6	650
関東	18487	22	1835
関東	13931	17	412
東北	23371	6	1764
関東	24117	17	842
関東	18587	11	586
関東	24560	18	1167
中部	26840	27	1438
関東	19515	22	1710
関東	24543	18	1404
中部	22960	21	1086
東北	24042	7	1077
関東	16576	26	524
東北	26024	16	810
九州	24011	6	570
東北	17973	22	405
関東	28199	5	1418
中部	27710	27	675
関西	17288	28	958
東北	31121	12	1940
九州	26965	27	1988
中部	17630	25	1333
関東	31161	23	1863
中部	21482	14	721
関東	18044	9	1274
関東	17269	28	1378
関西	22814	25	1080
九州	13742	17	982
中部	29319	17	521
東北	21678	19	1034
九州	12854	8	1589
東北	14992	16	698
関西	31575	26	882
中部	24983	15	897
関東	22958	8	1572
関東	21375	27	1329
東北	14927	28	1703
関西	31287	19	1684
東北	18954	15	870
関東	17744	24	1084
九州	18211	19	1916
関東	18382	25	1811
九州	15309	25	1971
九州	18834	13	532
九州	29383	14	791
中部	14180	24	1017
関東	25644	23	685
九州	27583	18	1823
東北	27273	15	1778
関東	25159	15	1864
九州	12918	28	696
中部	16324	27	1781
中部	21512	28	1768
九州	12252	18	1168
関西	30947	22	1901
九州	28935	24	1370
中部	30551	6	1137
九州	31776	23	1631
東北	20289	17	1960
中部	22523	10	447
関東	14213	9	1381
関東	12377	12	1066
中部	26018	27	1888
東北	18180	12	473
関西	24837	21	1504
九州	20342	22	1326
東北	28880	16	562
九州	30193	29	1844
中部	14787	6	1756
関西	19205	25	1158
関西	27194	15	1329
関西	20808	13	1335
九州	15829	29	1166
九州	18422	12	1186
九州	27831	8	1701
関西	16115	12	1807
関東	13319	23	1831
東北	29455	12	902
九州	30287	22	421
九州	15873	22	1341
九州	25729	7	1041
東北	19270	24	493
関西	19355	24	1102
九州	18982	21	1391
東北	17774	26	994
関東	28309	9	1572
中部	27394	10	1551
九州	16929	29	1790
関東	28456	14	1656
東北	21231	26	426
九州	28801	29	1245
東北	14248	5	1120
九州	29379	29	756
九州	21903	24	633
九州	27864	6	1997
関東	29295	19	1145
中部	24275	11	1964
中部	27095	22	539
関東	29738	10	1176
関西	31689	10	948
東北	16624	18	1740
東北	25617	29	578
関西	22257	13	633
関東	14532	20	1934
関西	23000	26	535
九州	20092	11	798
関東	13546	8	642
関東	24611	8	507
九州	31493	14	1183
関西	15007	20	832
中部	16089	6	846
関西	13741	15	1146
東北	17398	22	1634
東北	28503	16	1225
中部	21668	22	633
関東	29304	27	1923
中部	14385	22	1418
関東	15762	11	1642
東北	22735	12	705
関西	31981	20	1071
九州	29181	22	812
九州	24079	14	1608
関東	14840	17	1337
東北	18643	10	1980
東北	16945	8	588
東北	26886	27	1745
九州	19931	11	1828
関東	30697	20	1638
九州	13822	13	1156
東北	23926	7	538
関東	15629	25	519
九州	14389	24	1079
東北	18166	11	1258
東北	13732	23	789
九州	15627	10	534
関西	12675	22	1256
九州	27328	28	977
関西	20845	7	1497
東北	30193	14	747
九州	26282	27	1503
中部	20777	23	731
九州	24386	17	1805
東北	12680	20	797
関東	15525	26	1390
関西	25739	11	1388
東北	18835	14	1864
九州	20103	7	1802
中部	15631	5	585
関西	27740	5	1654
東北	28049	25	912
九州	25634	5	1186
関東	13337	6	1124
中部	26374	14	408
東北	25198	8	1698
中部	15605	18	1142
東北	29139	10	1231
中部	12632	26	1925
東北	12742	5	654
中部	31536	20	1011
九州	26770	16	1386
東北	31528	18	1559
東北	29339	16	873
九州	22112	23	1159
関西	27994	9	1368
九州	15125	21	788
関西	18317	19	1333
関西	23049	17	1304
関東	20586	20	707
九州	14447	24	821
九州	18050	29	1403
中部	20046	16	827
東北	22585	16	723
関東	23596	7	1009
九州	21421	23	1137
中部	20113	17	640
東北	31806	5	1371
九州	20741	27	1296
関西	28576	6	799
九州	26754	24	765
関東	16838	5	1438
東北	22955	19	1039
関東	24064	28	1433
関西	24275	16	1673
中部	16535	15	1548
関東	13062	15	1027
東北	18280	26	1027
関東	26184	16	1398
中部	13427	13	1120
九州	18965	13	928
関東	23772	7	1532
関西	25658	21	1908
東北	12509	19	1577
関東	13843	15	928
東北	20888	24	919
九州	14352	26	1849
関東	29682	28	618
関東	17269	11	682
関西	13771	18	440
九州	30084	29	1086
東北	17762	10	720
九州	20844	19	1931
東北	25980	29	515
中部	19567	21	1791
関西	21351	25	1666
九州	27150	12	948
東北	23322	6	1873
中部	22460	28	768
関東	30425	20	1488
関西	13846	27	1980
関西	16026	25	1828
関東	31560	24	1589
関東	15681	23	1126
東北	28659	7	503
関西	13737	18	1143
関西	13498	22	1260
関東	30380	21	495
九州	25250	23	1463
中部	28670	28	1499
東北	23913	25	1106
東北	16377	15	868
東北	29259	27	990
関西	17686	17	806
中部	21211	29	1955
九州	15648	5	1375
九州	17599	14	737
関西	21822	21	719
中部	26208	28	1118
中部	13188	9	879
中部	25142	20	1217
東北	26863	27	1501
中部	25604	8	1618
東北	17012	14	684
中部	12900	15	1541
東北	27462	8	741
関東	18361	28	420
中部	29425	26	434
関東	16254	8	1004
関西	15151	25	1964
東北	14970	6	1642
中部	21520	26	1616
関東	28975	6	1737
関西	23548	5	678
東北	16196	14	449
関西	18346	14	1657
中部	13521	26	1492
九州	18707	5	989
東北	31420	26	485
関東	24010	27	444
九州	28811	27	1077
九州	27315	6	1102
関東	13820	11	1310
九州	13521	17	1910
関西	14381	19	1172
関西	23260	6	651
中部	16518	26	938
東北	29124	26	1892
東北	16521	26	1329
関東	23219	11	1611
関東	20979	22	1291
関西	18004	6	1796
関東	28308	5	1633
関東	24171	10	918
東北	23931	19	1924
東北	30746	10	1622
関東	13330	26	1226
関西	16853	27	631
東北	22424	20	835
関西	27369	7	1557
関東	21771	11	1961
関西	26259	22	1949
中部	23885	21	844
関西	18748	17	1517
関東	31720	10	488
東北	22070	12	1719
関東	28838	12	1935
関西	31011	20	1305
九州	14946	16	803
関西	14762	9	1960
中部	26858	20	899
関東	27540	11	1846
関西	16186	11	904
関西	24513	5	1184
中部	26255	13	1401
東北	28085	25	732
東北	31499	10	1209
中部	25678	23	467
東北	18853	20	928
九州	14549	18	1140
東北	12347	20	1848
中部	27059	24	839
東北	23915	10	1792
関東	22856	14	948
関西	14865	29	1393
九州	13309	23	1870
中部	21184	23	648
関西	22372	23	1507
九州	21042	17	1090
九州	18193	9	442
中部	13401	26	945
中部	29219	24	805
九州	29318	26	541
関東	25961	25	824
関東	20916	29	1447
関東	17410	9	1468
東北	19137	13	1240
東北	29858	9	427
九州	13786	16	1434
関東	28328	12	1184
九州	29337	5	1522
関西	22124	19	1437
九州	15529	15	772
関東	24539	20	696
中部	26121	24	1600
東北	22973	29	1184
関西	23645	14	1023
中部	25284	9	411
関東	24570	6	1452
中部	13199	27	1006
関東	23689	11	1673
関西	31013	5	1052
関東	16791	24	575
東北	29991	6	420
関東	19387	10	1202
東北	15190	12	1964
関西	22714	27	1244
関西	26225	7	1216
中部	13356	8	1079
九州	16311	7	882
東北	17890	10	1388
東北	19091	17	1536
東北	29697	10	1461
中部	15775	16	491
東北	28665	15	1042
関西	31319	23	1871
関西	16896	8	1233
東北	23134	25	1990
関東	13851	19	1750
九州	30514	14	963
中部	14839	14	1490
中部	13589	27	915
関西	22269	21	563
東北	31149	11	1901
関東	18443	5	1019
東北	25947	16	1115
中部	27262	21	701
中部	23737	19	1458
中部	24528	23	1516
東北	16864	24	1064
九州	19557	29	1783
東北	22357	20	603
中部	13412	6	1682
関東	24950	28	1632
関西	23569	12	677
関西	15108	22	988
九州	23170	11	668
関東	14609	8	1683
関東	16950	6	1610
中部	27562	22	604
中部	21890	8	1038
中部	29604	15	1515
関東	28249	13	1837
中部	20246	13	1053
関東	27395	15	1739
中部	28987	27	685
関西	27399	17	1625
中部	22715	6	606
関東	23757	12	678
関東	31395	12	431
中部	19723	26	1033
関東	30153	24	1809
東北	17968	11	1307
中部	20576	29	1929
東北	30445	17	1577
東北	20988	11	642
九州	24369	11	1422
関西	29785	11	601
九州	26945	23	1637
東北	20738	11	1661
関東	16978	20	779
関東	28706	25	937
九州	26287	5	804
関東	17815	10	538
九州	21404	6	999
九州	18708	15	986
関東	21704	21	1153
関西	26118	26	1865
九州	23979	8	477
九州	17458	10	889
関西	27176	12	1953
関東	21193	21	1798
関東	30992	20	1188
九州	17310	5	1961
関東	15410	5	1299
関東	29565	8	1458
東北	26637	6	781
関東	27143	23	682
九州	20664	21	744
中部	12316	22	1037
東北	14929	6	1500
関西	13573	23	433
東北	23881	23	1873
関東	31303	19	1973
中部	21233	11	1649
九州	27317	28	1924
九州	23279	23	1060
関西	29525	5	1022
東北	22704	15	1565
九州	13187	24	1358
東北	17904	23	1497
関西	16209	9	460
九州	18548	25	1370
九州	13210	29	1290
東北	30916	29	954
関西	25426	11	1217
東北	26121	14	913
東北	25522	13	713
東北	20676	10	642
関東	15377	18	1970
関西	16070	23	871
中部	12675	23	1507
関西	20904	13	891
関西	17537	10	1489
東北	19508	29	490
関西	27930	13	1130
中部	15044	16	640
中部	25159	8	1863
九州	18883	21	1811
中部	24740	17	1797
関西	27026	10	1344
中部	23553	5	1989
東北	21583	24	1551
関西	25666	5	1180
東北	25158	22	914
九州	18163	8	770
九州	14075	20	1828
中部	26430	23	466
中部	28333	13	1038
関西	12888	8	1077
中部	15107	5	1997
東北	19824	25	1997
関西	12205	27	1460
九州	13036	5	1786
関東	18126	11	528
中部	26246	18	1879
関東	27166	17	460
関東	24837	8	1971
九州	13046	20	788
関西	16096	22	1073
関東	17071	8	503
東北	26346	22	615
東北	20031	8	688
九州	14956	11	1994
中部	24276	26	428
中部	20766	23	737
中部	19026	18	593
中部	17722	7	1424
中部	27265	22	1464
中部	29795	19	1938
関東	27723	13	1730
中部	26527	10	1950
東北	25032	20	1984
関東	24727	21	764
関西	18359	9	1369
中部	20896	27	1535
関東	18614	15	1198
関東	13046	23	475
東北	16753	20	977
関西	19550	18	1580
関西	21887	12	1138
中部	14147	19	705
関西	31220	29	632
東北	13286	15	1159
中部	30619	24	845
中部	17997	18	1922
関東	29123	21	1188
中部	19235	26	989
関東	29903	9	1116
中部	21783	10	842
中部	28013	12	1802
関西	20298	7	1960
中部	31852	10	1411
東北	17821	7	944
関西	22767	20	1325
九州	26187	25	856
東北	28638	13	1909
関西	29554	8	1756
九州	15448	14	943
関東	18589	8	1232
中部	19893	6	1293
関西	29904	12	700
東北	18241	13	1742
九州	13413	15	741
東北	22033	29	1370
関西	18790	7	798
関西	12874	19	1243
中部	24739	29	1711
九州	26675	25	1565
中部	22500	6	1911
関西	17396	27	589
関西	22911	25	810
関東	21011	9	1293
中部	25477	16	798
中部	22241	8	1679
中部	29483	22	1466
九州	27022	11	794
中部	15107	12	919
東北	19617	13	994
九州	15486	27	630
関東	19913	24	467
東北	30952	6	1124
関東	25893	12	1253
九州	19955	5	767
中部	20259	11	1280
九州	26071	29	1990
九州	29205	24	940
中部	28202	5	1268
関東	24910	13	1319
中部	13446	21	661
中部	22687	15	602
関東	29612	17	1417
九州	25562	11	1656
九州	12615	17	1666
関西	29595	26	523
関東	30089	27	449
中部	29227	5	1862
東北	14439	13	1468
九州	23306	21	1603
中部	29522	7	1317
中部	18558	17	607
九州	18232	11	1636
東北	30030	11	1683
東北	21417	10	1193
関西	27745	15	837
中部	16346	27	429
中部	29634	18	911
東北	25353	9	1350
東北	20249	22	1188
九州	17431	25	1394
中部	22944	6	1727
東北	15392	6	1066
中部	12088	26	1495
関東	21755	21	1210
中部	26520	16	1309
関東	21575	12	1997
関西	30178	5	1307
関東	22093	29	1353
九州	24579	5	1595
関西	20271	20	995
中部	16916	11	1440
関東	31060	9	1024
東北	21946	5	1681
関東	14148	6	579
東北	24365	24	1981
関西	16813	12	552
関西	31061	25	1416
東北	18382	20	1561
中部	28678	22	597
東北	17344	20	1476
関西	31575	23	1018
東北	17504	19	847
九州	31857	20	1657
関東	15021	13	1237
関東	28680	8	1426
中部	23484	17	1392
九州	21045	10	1035
関東	18354	28	1747
東北	28409	7	1508
関西	15627	13	1751
関東	26612	11	687
九州	28062	16	1577
東北	15033	14	680
東北	17650	12	600
九州	28292	14	436
関東	13017	5	1275
東北	13170	20	1003
東北	30207	6	490
九州	26062	15	1598
九州	19738	21	1589
関東	14926	20	1367
中部	15876	27	1419
九州	28358	20	1567
中部	16975	11	584
九州	15560	27	1673
東北	29254	17	1741
関東	13054	6	566
関西	16753	15	1018
関東	19877	13	865
東北	30788	10	598
東北	14060	22	1582
中部	20308	11	1332
中部	27338	21	1020
東北	17796	21	1879
関西	16996	13	1331
東北	16350	22	1558
九州	27586	28	1948
中部	21402	16	1245
東北	31197	16	512
九州	18314	10	1308
中部	20858	12	1157
東北	17469	13	601
九州	13159	22	427
中部	20405	28	1814
九州	15407	19	1314
関東	14588	29	1741
関西	13943	26	1516
関西	22428	21	934
中部	31360	18	1200
中部	31779	6	1198
中部	27681	10	1410
九州	23763	9	663
九州	26325	17	835
関東	27546	8	1547
中部	16459	6	407
九州	23617	7	1361
東北	19892	17	533
関東	22845	18	1941
九州	16074	13	612
九州	12757	9	1717
関東	12602	8	1180
中部	19636	20	1824
関西	30204	12	1247
中部	30729	28	1423
関西	16818	12	1796
中部	17613	10	967
東北	13259	16	791
中部	24488	21	741
東北	16220	17	687
関東	24246	14	489
